date,rate,kq_fw120,kp_fw120
20231017,0.018615040953090096,0.06376639592528033,0.08901973523917817
20231018,0.02110022607385079,0.08721493801336666,0.10540193724646074
20231019,0.022003034901365705,0.08262593435164112,0.09879157894736856
20231020,0.022953328232593728,0.09079600361403184,0.09637593232132091
20231023,0.022988505747126436,0.09019442957979762,0.10538659372102477
20231024,0.021406727828746176,0.09219812152975959,0.09677255550806763
20231025,0.025384615384615384,0.13708408953418028,0.14369225951250075
20231026,0.023938223938223938,0.12952744859650767,0.13905185403919562
20231027,0.02419984387197502,0.13882871935756547,0.1580576053320637
20231030,0.02580140734949179,0.15916315717973095,0.1539207810394252
20231031,0.0274079874706343,0.15907092515184718,0.15414327673404116
20231101,0.02377179080824089,0.1253558304435589,0.14694936665642389
20231102,0.025296442687747035,0.11109264113547734,0.1366864554920324
20231103,0.023790642347343377,0.03339091071534939,0.07244332372910489
20231106,0.022151898734177215,0.050001819571309,0.09520204913337382
20231107,0.022997620935765267,0.07427683657616346,0.12914495255242375
20231108,0.025236593059936908,0.08662672661825699,0.13100927863935286
20231109,0.02989771833202203,0.10241856811645622,0.1255280828000631
20231110,0.029110936270653028,0.11588027168719828,0.1347347488934003
20231113,0.030781373322809787,0.07585086692101362,0.12080961676769753
20231114,0.029944838455476755,0.06522437481466836,0.09799048526744603
20231115,0.028974158183241974,0.07306037405530685,0.10643120674549267
20231116,0.02662490211433046,0.07008234675744007,0.10315201328015866
20231117,0.029065200314218383,0.04181630343877596,0.10073057161207455
20231120,0.025039123630672927,0.03610726918887153,0.08514909855721342
20231121,0.024922118380062305,0.03819005413633514,0.08430943185890039
20231122,0.026604068857589983,0.03750091914017495,0.082247828991316
20231123,0.027089783281733747,0.029950920245398693,0.07649111001630193
20231124,0.027842227378190254,0.04657821659981498,0.09109013246996778
20231127,0.02900763358778626,0.042342364411346756,0.07974192627371357
20231128,0.029074215761285386,0.01946646563883081,0.0625007441037222
20231129,0.03206106870229008,0.00037273951519822823,0.039502384342619656
20231130,0.027924528301886794,0.015400609254871522,0.052498792419990226
20231201,0.025796661608497723,0.01955293776855127,0.06662955525954795
20231204,0.026515151515151516,0.03990754628832782,0.06728194108119356
20231205,0.026395173453996983,0.03808233887302648,0.07779175917094783
20231206,0.023343373493975902,0.06515002459419561,0.09253351631374707
20231207,0.02564102564102564,0.04135505858834021,0.0728081498103541
20231208,0.023134328358208955,0.039640826099970106,0.0712611271264294
20231211,0.021433850702143386,0.03709218253070179,0.07608657066111313
20231212,0.023668639053254437,0.050668628136643745,0.09727720997665945
20231213,0.02643171806167401,0.025696237166751956,0.08420787837338573
20231214,0.024799416484318017,0.024632892366785564,0.07042550203623077
20231215,0.023878437047756874,0.00938939550625184,0.0767708406379779
20231218,0.023947750362844702,0.003343819177443752,0.08906970859044971
20231219,0.02386117136659436,-0.006338501471644831,0.07395096201660101
20231220,0.02492877492877493,-0.007877222377362103,0.07086099337697416
20231221,0.0248403122782115,-0.015328450071376731,0.06355813210951289
20231222,0.02466525722339676,-0.0074852064030931365,0.06601116580022204
20231226,0.023759608665269043,-0.02055153002477339,0.0683183470441937
20231227,0.02580195258019526,-0.03221897827065334,0.04849959326323394
20231228,0.024424284717376135,-0.04379188331266415,0.047947232200044265
20240102,0.024356297842727904,-0.028018403570568173,0.07555679992022424
20240103,0.023545706371191136,-0.04195093795093796,0.0749279093319728
20240104,0.024171270718232045,-0.048079878861020386,0.08375612859182047
20240105,0.024171270718232045,-0.04381695362430926,0.10013162916403795
20240108,0.023972602739726026,-0.04199448363175984,0.11751729630960006
20240109,0.02608098833218943,-0.01849313503758032,0.124225997057412
20240110,0.026584867075664622,-0.025052972703477505,0.1287697764410871
20240111,0.029749830966869506,-0.010978250852456073,0.1358151323736161
20240112,0.02620967741935484,-0.008479603587256301,0.14464031924116894
20240115,0.028320971004720162,-0.005217411649099835,0.14390272222422418
20240116,0.028225806451612902,0.023804093391753156,0.17448171107188304
20240117,0.02744310575635877,-0.0008568062546856492,0.17460779331486376
20240118,0.024096385542168676,-0.01573569724803303,0.14985400810437022
20240119,0.02358490566037736,-0.020495659112291453,0.14608314565706992
20240122,0.0222972972972973,-0.013557748390091717,0.12783374552672666
20240123,0.01964769647696477,-0.03139163607227846,0.1189703970943723
20240124,0.02042205582028591,-0.014106392793842737,0.12303974351708669
20240125,0.022618231665524333,-0.027459270937843394,0.1130293396165516
20240126,0.019350380096751902,-0.02667431696657474,0.08397816567692407
20240129,0.020055325034578148,-0.026011772464157534,0.0932804014711004
20240130,0.022805805114029024,0.010947900505480224,0.1075011313168528
20240131,0.01943095072866065,0.00632253702753105,0.07698449533129326
20240201,0.018646408839779006,-0.014261693484050708,0.05941169498070975
20240202,0.018633540372670808,0.0068565205014912145,0.0719211518498366
20240205,0.014522821576763486,-0.034323383269519,0.03881298035866787
20240206,0.011756569847856155,-0.1485860675928663,-0.06438967190122535
20240207,0.012474012474012475,-0.11337075661158025,-0.037464889784453836
20240208,0.013956734124214934,-0.11431106904099864,-0.03065699491251639
20240213,0.013258897418004187,-0.12659088245634598,-0.02430526404164224
20240214,0.016129032258064516,-0.11031063418721854,-0.009706174917744392
20240215,0.01609517144856543,-0.09897388059701495,-0.011499720623990073
20240216,0.012658227848101266,-0.10904283201509668,-0.0219232462522293
20240219,0.013286713286713287,-0.1031437246729856,-0.005000395065072882
20240220,0.014716187806587245,-0.08996956265117406,0.01655290938488152
20240221,0.012693935119887164,-0.10646929698543861,0.0037871537043918657
20240222,0.012099644128113879,-0.09340640362895336,0.010844547737751675
20240223,0.013532763532763533,-0.10091076781185149,0.020418725539084637
20240226,0.0135424091233072,-0.09403221083455338,0.03147368621550051
20240227,0.012099644128113879,-0.10439083148982498,0.01862541426465425
20240228,0.01347517730496454,-0.11144201353481054,0.021060718448659532
20240229,0.013446567586694975,-0.12373850189582691,0.005601528641461018
20240304,0.012048192771084338,-0.11989103962510239,0.015260058881256144
20240305,0.009292351679771264,-0.13165722948993308,0.007870557904819053
20240306,0.011469534050179211,-0.11085629567856192,0.01008075176951384
20240307,0.009372746935832732,-0.11907052383242855,0.00024250564291983245
20240308,0.00792507204610951,-0.131928350438962,0.001800860202117338
20240311,0.007913669064748202,-0.17754099650447908,-0.037664860672456224
20240312,0.006456241032998565,-0.18501455170631398,-0.043834019535412216
20240313,0.007896625987078248,-0.20386019469983774,-0.06417631567332172
20240314,0.008577555396711936,-0.18853780978125068,-0.04908805927614712
20240315,0.0071633237822349575,-0.21049101153742955,-0.06046897804783613
20240318,0.009259259259259259,-0.20460584588131092,-0.053761619173471664
20240319,0.011428571428571429,-0.179954007515845,-0.043882474518054715
20240320,0.009929078014184398,-0.18919815545897878,-0.06513942632293479
20240321,0.009187279151943463,-0.18193986592623734,-0.06103559682160831
20240322,0.01058574453069866,-0.18098042005494208,-0.05267445216012756
20240325,0.009122807017543859,-0.17571417655470534,-0.05624771044833499
20240326,0.009122807017543859,-0.15791495198902605,-0.044800389095172366
20240327,0.007713884992987377,-0.16565023899785725,-0.05444639488385983
20240328,0.009187279151943463,-0.13950303699613475,-0.0273280347189101
20240329,0.009866102889358703,-0.1511973258808702,-0.03569323036835936
20240401,0.009154929577464789,-0.14323848405657313,-0.05807508463002509
20240402,0.011243851018973999,-0.13390381380971872,-0.0536688622334196
20240403,0.011235955056179775,-0.12902933514554304,-0.06283369803063454
20240404,0.012738853503184714,-0.10464409771979499,-0.03825422498627595
20240405,0.014194464158977998,-0.09566914951718053,-0.04536640111861345
20240408,0.014234875444839857,-0.09757601852606101,-0.03918437356755233
20240409,0.016358463726884778,-0.1015266285980655,-0.04065446109288651
20240411,0.0135424091233072,-0.10483805362185783,-0.021824730966284123
20240412,0.014285714285714285,-0.09221979775228173,-0.013847957070584171
20240415,0.016335227272727272,-0.08047453800987014,0.0002797331422461635
20240416,0.015613910574875798,-0.08159370010683897,0.009720685091595849
20240417,0.013418079096045197,-0.11971016186524863,-0.015515998026340627
20240418,0.014164305949008499,-0.09735007304818799,0.005038852407151628
20240419,0.009292351679771264,-0.12707195384360737,-0.02233935742971893
20240422,0.009339080459770116,-0.11857730885692652,-0.00892101470823714
20240423,0.011644832605531296,-0.14803474710924003,-0.0353994207231616
20240424,0.00959409594095941,-0.1474931439420576,-0.017252398596982466
20240425,0.011152416356877323,-0.13578114423099374,-0.016526561082395697
20240426,0.00900225056264066,-0.14434530653543676,-0.025913136665376646
20240429,0.00909090909090909,-0.15046091169599385,-0.03650364404953832
20240430,0.009916094584286803,-0.1434269377968369,-0.047509921189424875
20240502,0.007698229407236336,-0.15774211809286165,-0.050163825407321894
20240503,0.008520526723470178,-0.13449486949934575,-0.05317149168361168
20240507,0.007830853563038372,-0.1382476330207928,-0.061263000673940415
20240508,0.0078125,-0.14576797103947603,-0.05480174327283982
20240509,0.007849293563579277,-0.15117570820218473,-0.05975883825885475
20240510,0.00703125,-0.1299696873939351,-0.06089006713821088
20240513,0.007739938080495356,-0.154625065243867,-0.0727674941582368
20240514,0.007763975155279503,-0.1836575249606489,-0.0982310207046857
20240516,0.006172839506172839,-0.1934484129768671,-0.1128744558874265
20240517,0.0053639846743295016,-0.19540067053879218,-0.11789332419205434
20240520,0.005331302361005331,-0.190298992333227,-0.11281192872717649
20240521,0.004545454545454545,-0.18465922527550493,-0.09340691620218389
20240522,0.005303030303030303,-0.189539086678164,-0.09179920714524525
20240523,0.004545454545454545,-0.18644047604865321,-0.07639157612739989
20240524,0.005283018867924529,-0.19731364756659875,-0.08900510101028636
20240527,0.004487658937920718,-0.20446293228046675,-0.08138898580531428
20240528,0.005196733481811433,-0.1689069115630032,-0.05339707914690173
20240529,0.004418262150220913,-0.16687700573324205,-0.043666332756579496
20240530,0.0029239766081871343,-0.17617086121098124,-0.05061975634548577
20240531,0.003652300949598247,-0.17796429586135054,-0.06629959888463088
20240603,0.004332129963898917,-0.19820533434219234,-0.077453889786259
20240604,0.0035561877667140826,-0.20559506317954745,-0.08738427216954825
20240605,0.0035587188612099642,-0.20247523609411444,-0.08174696162223116
20240607,0.004310344827586207,-0.2169050895676008,-0.0878026929071477
20240610,0.0035842293906810036,-0.2273481044727993,-0.09738958792305541
20240611,0.0028551034975017845,-0.2404355266633741,-0.10996748736332418
20240612,0.0035561877667140826,-0.2803989303708124,-0.14313094170729135
20240613,0.004989308624376337,-0.23266333406789685,-0.12346923238665608
20240614,0.004996431120628123,-0.21309490546707655,-0.10990488684814681
20240617,0.005706134094151213,-0.20443564817509752,-0.10195664129207793
20240618,0.006423982869379015,-0.19443315489392332,-0.10827110137166507
20240619,0.007885304659498209,-0.18539725484250913,-0.11349786118541272
20240620,0.007183908045977011,-0.18553484935555364,-0.11760755101894227
20240621,0.005714285714285714,-0.17105951136039543,-0.10138422196742547
20240624,0.006456241032998565,-0.18721124953978074,-0.12199438435115473
20240625,0.004322766570605188,-0.2063957630741463,-0.13893017675184904
20240626,0.007971014492753623,-0.1900792941036189,-0.12286013950848751
20240627,0.00723589001447178,-0.19076912093665221,-0.12770657154498866
20240628,0.005860805860805861,-0.20245529127073125,-0.1335943601099735
20240701,0.004415011037527594,-0.1975394922340976,-0.13524233510496753
20240702,0.008148148148148147,-0.1888649683052266,-0.14120207157454712
20240703,0.008935219657483246,-0.18337079720745464,-0.15079966300169212
20240704,0.009708737864077669,-0.16723501162255605,-0.1468470388473323
20240705,0.009665427509293681,-0.1644535477789285,-0.1291641005542804
20240708,0.010393466963622866,-0.16518676925222564,-0.13087906032684893
20240709,0.009651076466221232,-0.16180769902742997,-0.12096973838820901
20240710,0.00975975975975976,-0.15121653644916822,-0.12777768170577752
20240711,0.008276899924755455,-0.15579100861977735,-0.11943297164858235
20240712,0.00830188679245283,-0.16962526967451452,-0.12980439858507054
20240715,0.007621951219512195,-0.14479341599075768,-0.12863866801112323
20240716,0.006880733944954129,-0.14202867098298788,-0.12185883254961682
20240717,0.006859756097560976,-0.11944363388775414,-0.10510736983730773
20240718,0.006870229007633588,-0.12553093927985326,-0.09726842809412395
20240719,0.006130268199233717,-0.10160995604721224,-0.08809810711739785
20240722,0.006134969325153374,-0.10595724769738457,-0.09236957924369826
20240723,0.007662835249042145,-0.10063248388087198,-0.07672064116924215
20240724,0.006172839506172839,-0.09191134969709891,-0.07199749137660716
20240725,0.006944444444444444,-0.08628817894578455,-0.07141549837109695
20240726,0.008448540706605223,-0.09863983465141901,-0.0897332518540751
20240729,0.006158583525789068,-0.12438727014854811,-0.103805798721053
20240730,0.00916030534351145,-0.10362945900516718,-0.10430614756612977
20240731,0.00830188679245283,-0.10147136553046598,-0.09663100141124958
20240801,0.012908124525436599,-0.05005581717629248,-0.05210392386190821
20240802,0.02511415525114155,0.07467307024649927,0.03291761381089886
20240805,0.024626865671641792,0.022923574440214534,-0.00034890866919101704
20240806,0.026706231454005934,0.001402730648996764,-0.011431196732608728
20240807,0.02535421327367636,-0.00013417775869473125,-0.0032619791687038546
20240808,0.02315160567587752,-0.019818688434519838,-0.0020321198564380305
20240809,0.020316027088036117,-0.021223729164509764,-0.010407516327388011
20240812,0.022590361445783132,0.0047328922940146345,-0.00422658783139418
20240813,0.024006001500375095,-0.00409355972349168,-0.006689355265645736
20240814,0.02247191011235955,-0.010250149428357114,-0.009532001349532693
20240816,0.023413897280966767,-0.011833254016232142,-0.007590601115781026
20240819,0.019402985074626865,-0.0162425073656407,-0.015593537118551715
20240820,0.017293233082706767,-0.008386013053457542,-0.02068023382806461
20240821,0.020346646571213264,-0.005223214862890679,-0.028578076353469983
20240822,0.019652305366591082,-0.002392468251299684,-0.0224304046726308
20240823,0.01818181818181818,0.005294800401674626,-0.028265277000456
20240826,0.01603053435114504,-0.027439701941303407,-0.05818350841312625
20240827,0.015302218821729151,-0.03226229508196721,-0.05982162441492578
20240828,0.019054878048780487,-0.012023173377069929,-0.03912060339258083
20240829,0.016055045871559634,-0.04264908944063783,-0.0367010555993883
20240830,0.016910069177555727,-0.05396445704034003,-0.043834390152928004
20240902,0.016241299303944315,-0.045438404987045766,-0.03536701155507527
20240903,0.019984012789768184,-0.014007516228220052,-0.01673899566026049
20240904,0.019448946515397084,0.0058046547540260285,-0.00026402640264022725
20240905,0.025889967637540454,0.022941168145600654,0.011539610420236546
20240906,0.02403846153846154,0.02771323796993519,0.011999542574124833
20240909,0.025182778229082048,0.052832058906825186,0.03457991701771013
20240910,0.025244299674267102,0.05091483183445633,0.03937740961338765
20240911,0.020292207792207792,0.010013268949290888,0.0219782355982876
20240912,0.018914473684210526,-0.010979268957992505,0.023953467603216705
20240913,0.018211920529801324,-0.027180159835566875,0.02415142591444508
20240919,0.018272425249169437,-0.03756364170887172,0.014922668188496191
20240920,0.015754560530679935,-0.05808348341985381,0.005303592222935194
20240923,0.01652892561983471,-0.06629308659672906,0.0046586211089494345
20240924,0.017543859649122806,-0.06823389964440929,0.004171288593085576
20240925,0.012468827930174564,-0.10962807053569135,-0.04251806989897333
20240926,0.011560693641618497,-0.13123474802773438,-0.0636505672169011
20240927,0.015612161051766639,-0.09481855788867355,-0.02771790056569512
20240930,0.015637860082304528,-0.10140002361801792,-0.021794206168583963
20241002,0.017341040462427744,-0.11117324247704752,-0.03230325600943307
20241004,0.01652892561983471,-0.11987042419431249,-0.05553214474520951
20241007,0.015599343185550082,-0.16311163651315796,-0.102591776006414
20241008,0.013190436933223413,-0.1509129829267034,-0.10192908478123697
20241010,0.013980263157894737,-0.1654906742068537,-0.11675799315340152
20241011,0.01810699588477366,-0.11485732090462963,-0.06794140182747621
20241014,0.0173841059602649,-0.1010842454866181,-0.076223205301031
20241015,0.01810699588477366,-0.07418482873894927,-0.059175745874132435
20241016,0.02127659574468085,-0.06945860455389119,-0.050546123481393646
20241017,0.02202283849918434,-0.07183824115132365,-0.05643799492640211
20241018,0.019656019656019656,-0.0634252253437727,-0.0516369024768516
20241021,0.022950819672131147,-0.027859793591028637,-0.0339518419107635
20241022,0.024469820554649267,-0.03990928488036605,-0.04277548257052943
20241023,0.022782750203417412,-0.02514327720224896,-0.036570671398627796
20241024,0.022838499184339316,-0.001828404888577162,-0.02233990252664264
20241025,0.02122448979591837,-0.01944684528954188,-0.03448896238368104
20241028,0.02059308072487644,-0.019471095702652486,-0.02731301092520433
20241029,0.022425249169435217,-0.025440604722361537,-0.017322142501898674
20241030,0.0225752508361204,-0.02234005329313904,0.003626547737808794
20241031,0.022708158116063918,-0.016199163294698504,0.0056050283988104965
20241101,0.022632020117351215,-0.04272756206238071,-0.011270891512840997
20241104,0.025963149078726967,-0.038573575770473933,-0.0011952438607928384
20241105,0.02348993288590604,-0.018457978501567163,0.006229739692843017
20241106,0.022632020117351215,-0.014996182789835277,0.004928586189820727
20241107,0.02181208053691275,-0.024186822351960013,0.018030962653495353
20241108,0.021026072329688814,0.004171011470281538,0.030320027175845254
20241111,0.02702702702702703,0.040153690255024355,0.06364372404403507
20241112,0.027591973244147156,0.06319147393605462,0.08451520015886937
20241113,0.028499580888516344,0.06383884030752984,0.08599505552202258
20241114,0.026688907422852376,0.041332321788100757,0.07719106609402271
20241115,0.03,0.037705750126894255,0.053757082626251895
20241118,0.029826014913007456,0.05465516236226908,0.062149315317866494
20241119,0.02493765586034913,0.05089982574570584,0.04486985807460053
20241120,0.030201342281879196,0.051875358103045555,0.04493213417559261
20241121,0.028595458368376788,0.0712840283009113,0.05723561113687614
20241122,0.028716216216216218,0.04345392706973006,0.040594395384991655
20241125,0.026050420168067228,0.05141744211209698,0.05943198590677512
20241126,0.03007518796992481,0.06400289017341043,0.08692560306185237
20241127,0.03396851698425849,0.05754691167787551,0.07705605928126258
20241128,0.037282518641259324,0.09156725991241377,0.09896942477533788
20241129,0.03382838283828383,0.11004083806818188,0.12889084449659394
20241202,0.034454470877768664,0.09471627099015634,0.12477500899964022
20241203,0.036065573770491806,0.1285682640478476,0.158997564935065
20241204,0.036947791164658635,0.14943213998271077,0.17609599279235
20241205,0.04330392943063352,0.18895256528510718,0.1972192936215078
20241206,0.05238095238095238,0.259070828216456,0.2369968397597202
20241209,0.039401103230890466,0.1621396937680437,0.19719253548621896
20241210,0.03815580286168521,0.14992898567877866,0.20640652443592855
20241211,0.03475513428120063,0.1350698763444793,0.18862101751728377
20241212,0.03546099290780142,0.12396753780289171,0.19151640034316042
20241213,0.03619197482297404,0.12022389875882222,0.19637440386987381
20241216,0.03680501174628034,0.13976125678575024,0.22998522474265415
20241217,0.03819173811379579,0.12503404676233187,0.21334471085923123
20241218,0.040123456790123455,0.17033432696241735,0.2741088619131091
20241219,0.04160246533127889,0.19437087579117485,0.29286858141130967
20241220,0.039291217257318954,0.1600465225840646,0.26107591697003674
20241223,0.03932151117964534,0.1491670465071826,0.2521675708455575
20241224,0.042801556420233464,0.1566810727606418,0.2642457617701168
20241226,0.04574132492113565,0.17673468774869727,0.28480062542363727
20241227,0.039401103230890466,0.15331986611421566,0.28154732880737177
20241230,0.0332541567695962,0.15539664739379289,0.2990195669754141
20250102,0.02784407319013524,0.09924053502607122,0.2507698859913512
20250103,0.028685258964143426,0.08426653295448205,0.2293742767133855
20250106,0.028548770816812053,0.09181528352058366,0.24992977809879213
20250107,0.0339652448657188,0.09828661951280515,0.24302969001011476
20250108,0.035742652899126294,0.10252653693056168,0.2622348229509497
20250109,0.03653693407466243,0.11503155079468996,0.26234010923053663
20250110,0.03282626100880705,0.12871888281724342,0.2861831006282236
20250113,0.03697749196141479,0.13208177817391786,0.28745094898694656
20250114,0.03551251008878128,0.14139767569314654,0.2761804061983091
20250115,0.03278688524590164,0.129832652159505,0.2630277468951412
20250116,0.03052805280528053,0.13244283762712317,0.2633274553704108
20250117,0.03533278553820871,0.12922243905120534,0.27410567250649787
20250120,0.031862745098039214,0.11968542977949781,0.25889683601863345
20250121,0.031020408163265307,0.11095028061886358,0.24997840647648673
20250122,0.031122031122031123,0.11861714617201424,0.26832148010924306
20250123,0.03107113654946852,0.107322227406208,0.2598746452223273
20250124,0.0332522303325223,0.1045050735284021,0.27494964983296066
20250131,0.035859820700896494,0.14300937766410926,0.3164775158418063
20250203,0.031630170316301706,0.11633237026336252,0.31139263969311215
20250204,0.030032467532467532,0.10158964677556148,0.29338014641708554
20250205,0.02852485737571312,0.0438594121460989,0.22968759239184
20250206,0.03175895765472313,0.0554044958944675,0.24815616673011043
20250207,0.03336045565500407,0.06526871823602387,0.2684083814902807
20250210,0.033387622149837134,0.07190597526647902,0.2595813394773634
20250211,0.02926829268292683,0.08136289218712256,0.26655653177103966
20250212,0.02986279257465698,0.08006352765321378,0.24266308450469776
20250213,0.02802241793434748,0.07342130315210493,0.23763339186816146
20250214,0.0224,0.05037216323131388,0.2219910972180721
20250217,0.023070803500397773,0.05228462483034968,0.22748504840471906
20250218,0.021360759493670885,0.047528492682488155,0.20742498652452523
20250219,0.02050473186119874,0.03876241425540505,0.1971394768769359
20250220,0.01638065522620905,0.017181953140127826,0.18721605677734332
20250221,0.01873536299765808,0.005534506614252699,0.18327807747413316
20250224,0.018648018648018648,0.010150371053897045,0.1944462397682385
20250225,0.02081727062451812,0.014389235296405234,0.19978115096418514
20250226,0.021505376344086023,0.03524680547447612,0.22431963383236386
20250227,0.024260803639120546,0.07755793322221605,0.2552847069228279
20250228,0.021068472535741158,0.08648868410353705,0.2602850228556062
20250304,0.022641509433962263,0.06892027578820525,0.24947520258939138
20250305,0.020973782771535582,0.08434931693245518,0.23672830880069573
20250306,0.021021021021021023,0.0787412395217808,0.22604038260489645
20250307,0.02318623784592371,0.09393513543302734,0.2341901423519388
20250310,0.021706586826347306,0.10437976437976437,0.2548943883984869
20250311,0.024830699774266364,0.104086416537581,0.2431276749442679
20250312,0.025699168556311415,0.12257885998893192,0.24536454204939306
20250313,0.02754399387911247,0.11486394465175831,0.2545356068517277
20250314,0.028505392912172575,0.10935965891514576,0.24873117834748681
20250317,0.029275808936825885,0.1173109424041634,0.26879732347244234
20250318,0.0285935085007728,0.13057493058847425,0.2722264914670054
20250319,0.027820710973724884,0.16814452182307127,0.28760380721246825
20250320,0.028081123244929798,0.18526292378476827,0.28911933957088753
20250321,0.03125,0.1827497153647497,0.31061103997993955
20250324,0.02975724353954581,0.18877766217698166,0.30491128942851353
20250325,0.02830188679245283,0.19627903081732923,0.3091446855828801
20250326,0.0308300395256917,0.21996070615839103,0.3214582973745277
20250327,0.03164556962025317,0.26032057195571956,0.35601138398267396
20250328,0.03304484657749803,0.2962918926952516,0.40508721867543707
20250331,0.03256552819698173,0.24512256851543857,0.3770737569356586
20250401,0.03179650238473768,0.24476892750237278,0.3851970980022825
20250402,0.0319744204636291,0.22194911410554652,0.3616640527606869
20250403,0.0362610797743755,0.2317752658607195,0.39173447120571736
20250404,0.042502004811547714,0.2927836634423462,0.4709217421183747
20250407,0.043273013375295044,0.28383324474143823,0.4805010645908929
20250408,0.04964539007092199,0.32773279037597725,0.5473732397436457
20250409,0.0437842064112588,0.2606374396808402,0.47669177852486233
20250410,0.037383177570093455,0.237064937678805,0.47347413594659504
20250411,0.03088803088803089,0.1960280967023047,0.45031332836568416
20250414,0.03560371517027864,0.214630857399708,0.4762514077201596
20250415,0.03469545104086353,0.23787386820385903,0.5315535071483148
20250416,0.029298380878951428,0.2076431331225852,0.5175173351791809
