ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score
136410,아셈스,,5400,13.9,10.1,6.7,-56.3,3.3,-12.5,-28.9,-35.7,-15.8,-23.4,-41.7,3.99,12350,5230,5,True,False,False,64735,43718,9.8,3.6,2.7,1.48,0,False,False,False,False,-,96.7,1.3,0.3,-0.8,0.4,True,15,조정,-4,-1,-3,0,6.5,-13.6,1508.41,1.23,2.33,-416.0,-416.0,-416.0,10,10,1.0,116.7,112.7
115530,씨엔플러스,,2200,5.7,13.1,-1.2,-64.7,9.7,-34.5,-31.2,-24.9,-29.6,-32.5,-38.4,3.95,6230,2005,5,True,False,False,189200,53633,4.5,4.7,1.4,3.53,4,False,False,False,True,거래량동반양봉,99.2,0.5,-0.5,0.5,-0.2,True,8,조정,-4,-1,-3,0,6.5,-13.6,1508.41,1.23,2.33,-416.0,-416.0,-416.0,10,10,1.0,116.2,112.2
206560,덱스터,,1421,16.6,7.4,4.2,-82.0,4.5,-27.5,-47.8,-58.9,-30.7,-44.6,-65.1,2.25,7880,1360,5,True,False,False,258662,171270,5.6,4.2,3.4,1.51,0,False,False,False,False,-,94.6,0.3,0.3,-3.0,0.2,True,15,조정,-4,-1,-3,0,6.5,-13.6,1508.41,1.23,2.33,-416.0,-416.0,-416.0,10,10,1.0,114.6,110.6
226340,본느,,2210,23.0,14.9,-8.9,-57.3,19.1,-31.7,-37.8,-12.6,-27.9,-26.5,-34.9,2.12,5175,1855,5,True,False,False,418687,145209,5.9,10.4,4.0,2.88,0,False,False,False,False,-,94.4,0.4,1.6,0.8,2.4,True,15,조정,-4,-1,-3,0,6.5,-13.6,1508.41,1.23,2.33,-416.0,-416.0,-416.0,10,10,1.0,114.4,110.4
258790,소프트캠프,,5320,0.0,6.3,-22.6,-53.5,9.1,-38.1,-41.7,-17.7,-35.1,-31.9,-21.3,3.52,11450,4875,5,True,False,False,114454,53853,7.8,7.0,3.9,2.13,0,False,False,False,False,-,100.0,0.6,-1.1,2.4,-0.0,True,8,조정,-4,-1,-3,0,6.5,-13.6,1508.41,1.23,2.33,-416.0,-416.0,-416.0,10,10,1.0,113.0,109.0
227950,엔투텍,,1494,0.0,2.7,-27.1,-60.4,1.9,-40.6,-38.6,-50.3,-37.7,-37.1,-30.4,3.56,3775,1466,5,True,False,False,358307,163334,8.4,6.3,3.4,2.19,0,False,False,False,False,-,100.0,0.2,-1.6,0.2,-0.5,True,8,조정,-4,-1,-3,0,6.5,-13.6,1508.41,1.23,2.33,-416.0,-416.0,-416.0,10,10,1.0,113.0,109.0
236810,엔비티,,1236,13.5,3.4,0.7,-74.6,1.7,-20.2,-37.1,-39.7,-24.8,-31.2,-48.1,2.92,4860,1215,5,True,False,False,132471,75262,2.8,1.8,1.2,1.76,0,False,False,False,False,-,99.3,0.2,0.0,1.0,0.0,True,8,조정,-4,-1,-3,0,6.5,-13.6,1508.41,1.23,2.33,-416.0,-416.0,-416.0,10,10,1.0,112.3,108.3
287840,인투셀,,26550,23.1,13.7,1.2,-64.6,24.1,-15.6,-32.4,-47.6,-16.8,-29.7,-41.0,1.67,74900,21400,0,False,False,False,103613,85790,38.7,29.3,27.4,1.21,4,False,False,False,True,거래량동반양봉,91.9,15.0,6.8,40.7,30.1,True,15,조정,-4,-1,-3,0,6.5,-13.6,1508.41,1.23,2.33,-416.0,-416.0,-416.0,10,10,1.0,110.9,106.9
418550,제이오,,6800,18.5,2.3,1.0,-57.1,5.4,-29.5,-44.9,-19.2,-31.7,-29.5,-20.0,1.11,15840,6450,5,True,False,False,855949,464000,35.5,65.6,44.0,1.84,0,False,False,False,False,-,90.1,31.4,1.0,8.3,-1.4,True,15,조정,-4,-1,-3,0,6.5,-13.6,1508.41,1.23,2.33,-416.0,-416.0,-416.0,10,10,1.0,110.1,106.1
417180,핑거스토리,,5300,7.8,13.3,9.6,-70.5,8.2,-14.2,-32.9,-40.8,-24.9,-29.6,-43.7,2.34,17961,4900,10,True,True,False,31020,13200,1.7,1.7,0.8,2.35,0,False,False,False,False,-,92.0,-0.6,0.1,-1.3,-0.8,True,8,조정,-4,-1,-3,0,6.5,-13.6,1508.41,1.23,2.33,-416.0,-416.0,-416.0,10,10,1.0,110.0,106.0
