name,date,ticker
base_beta_near,20240801,033790
base_beta_near,20240801,225570
base_beta_near,20240801,310210
base_beta_near,20240801,305090
base_beta_near,20240801,053030
base_beta_near,20240801,004140
base_beta_near,20240801,012450
base_beta_near,20240801,087010
base_beta_near,20240801,000155
base_beta_near,20240801,000150
base_beta_near,20240801,281820
base_beta_near,20240801,402340
base_beta_near,20240801,314930
base_beta_near,20240801,107640
base_beta_near,20240801,000660
base_beta_near,20240801,032820
base_beta_near,20240801,071950
base_beta_near,20240801,950160
base_beta_near,20240801,272210
base_beta_near,20240801,003350
base_beta_near,20240902,003350
base_beta_near,20240902,310210
base_beta_near,20240902,305090
base_beta_near,20240902,323280
base_beta_near,20240902,005690
base_beta_near,20240902,114450
base_beta_near,20240902,337930
base_beta_near,20240902,033790
base_beta_near,20240902,009070
base_beta_near,20240902,004140
base_beta_near,20240902,063160
base_beta_near,20240902,103590
base_beta_near,20240902,281820
base_beta_near,20240902,082740
base_beta_near,20240902,077970
base_beta_near,20240902,000150
base_beta_near,20240902,000660
base_beta_near,20240902,087010
base_beta_near,20240902,402340
base_beta_near,20240902,001200
base_beta_near,20241002,310210
base_beta_near,20241002,337930
base_beta_near,20241002,314930
base_beta_near,20241002,003350
base_beta_near,20241002,000520
base_beta_near,20241002,305090
base_beta_near,20241002,005690
base_beta_near,20241002,323280
base_beta_near,20241002,001250
base_beta_near,20241002,033790
base_beta_near,20241002,234690
base_beta_near,20241002,114450
base_beta_near,20241002,063160
base_beta_near,20241002,087010
base_beta_near,20241002,103590
base_beta_near,20241002,402340
base_beta_near,20241002,000660
base_beta_near,20241002,009070
base_beta_near,20241002,281820
base_beta_near,20241002,000150
base_beta_near,20241101,013890
base_beta_near,20241101,310210
base_beta_near,20241101,950210
base_beta_near,20241101,187420
base_beta_near,20241101,323280
base_beta_near,20241101,067080
base_beta_near,20241101,007110
base_beta_near,20241101,087010
base_beta_near,20241101,014820
base_beta_near,20241101,003350
base_beta_near,20241101,314930
base_beta_near,20241101,000520
base_beta_near,20241101,005690
base_beta_near,20241101,033790
base_beta_near,20241101,234690
base_beta_near,20241101,036560
base_beta_near,20241101,337930
base_beta_near,20241101,103590
base_beta_near,20241101,002720
base_beta_near,20241101,001250
base_beta_near,20241202,001380
base_beta_near,20241202,007390
base_beta_near,20241202,092790
base_beta_near,20241202,310210
base_beta_near,20241202,100220
base_beta_near,20241202,323280
base_beta_near,20241202,036560
base_beta_near,20241202,067080
base_beta_near,20241202,267260
base_beta_near,20241202,100840
base_beta_near,20241202,051980
base_beta_near,20241202,210120
base_beta_near,20241202,187420
base_beta_near,20241202,000810
base_beta_near,20241202,039610
base_beta_near,20241202,112610
base_beta_near,20241202,001250
base_beta_near,20241202,082270
base_beta_near,20241202,314930
base_beta_near,20241202,109820
base_beta_near,20250102,018500
base_beta_near,20250102,115500
base_beta_near,20250102,200350
base_beta_near,20250102,356680
base_beta_near,20250102,035510
base_beta_near,20250102,097230
base_beta_near,20250102,100840
base_beta_near,20250102,293580
base_beta_near,20250102,018290
base_beta_near,20250102,206560
base_beta_near,20250102,008600
base_beta_near,20250102,123330
base_beta_near,20250102,092790
base_beta_near,20250102,100220
base_beta_near,20250102,310210
base_beta_near,20250102,078160
base_beta_near,20250102,053580
base_beta_near,20250102,950210
base_beta_near,20250102,003350
base_beta_near,20250102,011090
base_beta_near,20250203,035510
base_beta_near,20250203,097230
base_beta_near,20250203,123010
base_beta_near,20250203,000500
base_beta_near,20250203,004870
base_beta_near,20250203,347850
base_beta_near,20250203,200350
base_beta_near,20250203,100840
base_beta_near,20250203,018500
base_beta_near,20250203,091810
base_beta_near,20250203,115500
base_beta_near,20250203,356680
base_beta_near,20250203,007720
base_beta_near,20250203,206560
base_beta_near,20250203,005690
base_beta_near,20250203,042660
base_beta_near,20250203,018290
base_beta_near,20250203,103590
base_beta_near,20250203,078160
base_beta_near,20250203,293580
base_beta_near,20250304,310210
base_beta_near,20250304,012450
base_beta_near,20250304,168360
base_beta_near,20250304,097230
base_beta_near,20250304,000150
base_beta_near,20250304,161580
base_beta_near,20250304,000155
base_beta_near,20250304,005690
base_beta_near,20250304,277810
base_beta_near,20250304,123010
base_beta_near,20250304,388720
base_beta_near,20250304,035510
base_beta_near,20250304,000880
base_beta_near,20250304,200350
base_beta_near,20250304,064350
base_beta_near,20250304,065680
base_beta_near,20250304,293580
base_beta_near,20250304,042660
base_beta_near,20250304,464080
base_beta_near,20250304,115500
base_beta_near,20250401,002630
base_beta_near,20250401,168360
base_beta_near,20250401,011080
base_beta_near,20250401,030530
base_beta_near,20250401,065500
base_beta_near,20250401,005690
base_beta_near,20250401,052220
base_beta_near,20250401,053580
base_beta_near,20250401,277810
base_beta_near,20250401,260660
base_beta_near,20250401,161580
base_beta_near,20250401,000150
base_beta_near,20250401,000155
base_beta_near,20250401,464080
base_beta_near,20250401,310210
base_beta_near,20250401,331520
base_beta_near,20250401,160190
base_beta_near,20250401,304100
base_beta_near,20250401,012450
base_beta_near,20250401,010140
base_beta_near,20250502,101140
base_beta_near,20250502,000155
base_beta_near,20250502,389470
base_beta_near,20250502,000157
base_beta_near,20250502,119850
base_beta_near,20250502,347700
base_beta_near,20250502,083420
base_beta_near,20250502,347850
base_beta_near,20250502,437730
base_beta_near,20250502,087010
base_beta_near,20250502,448280
base_beta_near,20250502,098120
base_beta_near,20250502,419530
base_beta_near,20250502,012170
base_beta_near,20250502,006800
base_beta_near,20250502,027830
base_beta_near,20250502,329180
base_beta_near,20250502,272210
base_beta_near,20250502,101930
